street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ppbv_mdl,ug_m3_results,ug_m3_rl,ug_m3_mdl,dilution
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Carbon disulfide,4.65,1,--,14.5,3.11,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,1,--,ND,7.66,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"trans-1,2-Dichloroethene",ND,1,--,ND,3.96,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,1-Dichloroethane",ND,1,--,ND,4.05,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Methyl tert butyl ether,ND,1,--,ND,3.61,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,2-Butanone,211,2.5,--,622,7.37,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Ethyl Acetate,ND,2.5,--,ND,9.01,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Chloroform,ND,1,--,ND,4.88,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Tetrahydrofuran,3.51,2.5,--,10.4,7.37,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2-Dichloroethane",ND,1,--,ND,4.05,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,n-Hexane,1.39,1,--,4.9,3.52,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Benzene,ND,1,--,ND,3.19,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Cyclohexane,ND,1,--,ND,3.44,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2-Dichloropropane",ND,1,--,ND,4.62,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Bromodichloromethane,ND,1,--,ND,6.7,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,4-Dioxane",ND,1,--,ND,3.6,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"2,2,4-Trimethylpentane",1.8,1,--,8.41,4.67,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Heptane,1.29,1,--,5.29,4.1,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"cis-1,3-Dichloropropene",ND,1,--,ND,4.54,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,4-Methyl-2-pentanone,ND,2.5,--,ND,10.2,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"trans-1,3-Dichloropropene",ND,1,--,ND,4.54,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,1,2-Trichloroethane",ND,1,--,ND,5.46,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Toluene,1.7,1,--,6.41,3.77,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,2-Hexanone,37.5,1,--,154,4.1,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Dibromochloromethane,ND,1,--,ND,8.52,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2-Dibromoethane",ND,1,--,ND,7.69,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Chlorobenzene,ND,1,--,ND,4.61,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Ethylbenzene,ND,1,--,ND,4.34,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,p/m-Xylene,2.44,2,--,10.6,8.69,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Bromoform,ND,1,--,ND,10.3,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Styrene,ND,1,--,ND,4.26,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,1,2,2-Tetrachloroethane",ND,1,--,ND,6.87,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,o-Xylene,1.25,1,--,5.43,4.34,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,4-Ethyltoluene,ND,1,--,ND,4.92,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,3,5-Trimethylbenzene",ND,1,--,ND,4.92,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2,4-Trimethylbenzene",1.62,1,--,7.96,4.92,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Benzyl chloride,ND,1,--,ND,5.18,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,3-Dichlorobenzene",ND,1,--,ND,6.01,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,4-Dichlorobenzene",ND,1,--,ND,6.01,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2-Dichlorobenzene",ND,1,--,ND,6.01,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2,4-Trichlorobenzene",ND,1,--,ND,7.42,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Hexachlorobutadiene,ND,1,--,ND,10.7,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Vinyl chloride,ND,0.1,--,ND,0.256,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,1-Dichloroethene",ND,0.1,--,ND,0.396,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"cis-1,2-Dichloroethene",ND,0.1,--,ND,0.396,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,1,1-Trichloroethane",0.14,0.1,--,0.764,0.546,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Carbon tetrachloride,ND,0.1,--,ND,0.629,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Trichloroethene,ND,0.1,--,ND,0.537,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Tetrachloroethene,0.86,0.1,--,5.83,0.678,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Dichlorodifluoromethane,ND,3.41,--,ND,16.9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Chloromethane,ND,3.41,--,ND,7.04,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,3.41,--,ND,23.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,3-Butadiene",6.91,3.41,--,15.3,7.54,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Bromomethane,ND,3.41,--,ND,13.2,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Chloroethane,ND,3.41,--,ND,9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Ethyl Alcohol,154,85.3,--,290,161,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Vinyl bromide,ND,3.41,--,ND,14.9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Acetone,1710,17.1,--,4060,40.6,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Trichlorofluoromethane,ND,3.41,--,ND,19.2,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,iso-Propyl Alcohol,13.3,8.53,--,32.7,21,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,tert-Butyl Alcohol,12.4,8.53,--,37.6,25.9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Methylene chloride,ND,8.53,--,ND,29.6,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,3-Chloropropene,ND,3.41,--,ND,10.7,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Carbon disulfide,9.42,3.41,--,29.3,10.6,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,3.41,--,ND,26.1,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"trans-1,2-Dichloroethene",ND,3.41,--,ND,13.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,1-Dichloroethane",ND,3.41,--,ND,13.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Methyl tert butyl ether,ND,3.41,--,ND,12.3,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,2-Butanone,994,8.53,--,2930,25.2,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Ethyl Acetate,ND,8.53,--,ND,30.7,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Chloroform,ND,3.41,--,ND,16.7,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Tetrahydrofuran,ND,8.53,--,ND,25.2,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2-Dichloroethane",ND,3.41,--,ND,13.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,n-Hexane,6.62,3.41,--,23.3,12,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Benzene,ND,3.41,--,ND,10.9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Cyclohexane,ND,3.41,--,ND,11.7,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2-Dichloropropane",ND,3.41,--,ND,15.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Bromodichloromethane,ND,3.41,--,ND,22.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,4-Dioxane",ND,3.41,--,ND,12.3,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"2,2,4-Trimethylpentane",8.32,3.41,--,38.9,15.9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Heptane,6.14,3.41,--,25.2,14,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"cis-1,3-Dichloropropene",ND,3.41,--,ND,15.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,4-Methyl-2-pentanone,ND,8.53,--,ND,35,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"trans-1,3-Dichloropropene",ND,3.41,--,ND,15.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,1,2-Trichloroethane",ND,3.41,--,ND,18.6,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Toluene,10.4,3.41,--,39.2,12.9,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,2-Hexanone,189,3.41,--,775,14,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Dibromochloromethane,ND,3.41,--,ND,29.1,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2-Dibromoethane",ND,3.41,--,ND,26.2,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Chlorobenzene,ND,3.41,--,ND,15.7,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Ethylbenzene,ND,3.41,--,ND,14.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,p/m-Xylene,8.38,6.82,--,36.4,29.6,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Bromoform,ND,3.41,--,ND,35.3,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Styrene,ND,3.41,--,ND,14.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,1,2,2-Tetrachloroethane",ND,3.41,--,ND,23.4,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,o-Xylene,4.04,3.41,--,17.5,14.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,4-Ethyltoluene,ND,3.41,--,ND,16.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,3,5-Trimethylbenzene",ND,3.41,--,ND,16.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2,4-Trimethylbenzene",ND,3.41,--,ND,16.8,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Benzyl chloride,ND,3.41,--,ND,17.7,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,3-Dichlorobenzene",ND,3.41,--,ND,20.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,4-Dichlorobenzene",ND,3.41,--,ND,20.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2-Dichlorobenzene",ND,3.41,--,ND,20.5,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,2,4-Trichlorobenzene",ND,3.41,--,ND,25.3,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Hexachlorobutadiene,ND,3.41,--,ND,36.4,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Vinyl chloride,ND,0.341,--,ND,0.872,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,1-Dichloroethene",ND,0.341,--,ND,1.35,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"cis-1,2-Dichloroethene",ND,0.341,--,ND,1.35,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,"1,1,1-Trichloroethane",ND,0.341,--,ND,1.86,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Carbon tetrachloride,ND,0.341,--,ND,2.15,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Trichloroethene,2.81,0.341,--,15.1,1.83,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV02,2018-08-02,2018-08-12,Tetrachloroethene,2,0.341,--,13.6,2.31,--,17.06
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Dichlorodifluoromethane,0.4,0.2,--,1.98,0.989,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Chloromethane,ND,0.2,--,ND,0.413,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.2,--,ND,1.4,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Vinyl chloride,ND,0.2,--,ND,0.511,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,3-Butadiene",ND,0.2,--,ND,0.442,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Bromomethane,ND,0.2,--,ND,0.777,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Chloroethane,ND,0.2,--,ND,0.528,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Ethyl Alcohol,8.77,5,--,16.5,9.42,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Acetone,180,1,--,428,2.38,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Trichlorofluoromethane,1.22,0.2,--,6.86,1.12,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,iso-Propyl Alcohol,1.08,0.5,--,2.65,1.23,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,1-Dichloroethene",ND,0.2,--,ND,0.793,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,tert-Butyl Alcohol,1.38,0.5,--,4.18,1.52,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Methylene chloride,0.681,0.5,--,2.37,1.74,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Carbon disulfide,1.04,0.2,--,3.24,0.623,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,0.2,--,ND,1.53,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,2-Butanone,72.3,0.5,--,213,1.47,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"cis-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Ethyl Acetate,ND,0.5,--,ND,1.8,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Chloroform,1.09,0.2,--,5.32,0.977,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Tetrahydrofuran,0.633,0.5,--,1.87,1.47,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,n-Hexane,0.531,0.2,--,1.87,0.705,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,1,1-Trichloroethane",ND,0.2,--,ND,1.09,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Benzene,ND,0.2,--,ND,0.639,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Carbon tetrachloride,ND,0.2,--,ND,1.26,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Cyclohexane,0.272,0.2,--,0.936,0.688,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Trichloroethene,6.53,0.2,--,35.1,1.07,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"2,2,4-Trimethylpentane",1.09,0.2,--,5.09,0.934,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Heptane,0.53,0.2,--,2.17,0.82,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Toluene,1.02,0.2,--,3.84,0.754,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,2-Hexanone,16.6,0.2,--,68,0.82,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Tetrachloroethene,1.07,0.2,--,7.26,1.36,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Ethylbenzene,0.475,0.2,--,2.06,0.869,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,p/m-Xylene,1.87,0.4,--,8.12,1.74,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Bromoform,ND,0.2,--,ND,2.07,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Styrene,ND,0.2,--,ND,0.852,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,o-Xylene,1.04,0.2,--,4.52,0.869,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,4-Ethyltoluene,0.273,0.2,--,1.34,0.983,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,3,5-Trimethylbenzene",0.461,0.2,--,2.27,0.983,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2,4-Trimethylbenzene",1.62,0.2,--,7.96,0.983,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV03,2018-08-02,2018-08-12,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Dichlorodifluoromethane,ND,0.5,--,ND,2.47,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Chloromethane,1.12,0.5,--,2.31,1.03,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.5,--,ND,3.49,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Vinyl chloride,ND,0.5,--,ND,1.28,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,"1,3-Butadiene",0.985,0.5,--,2.18,1.11,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Bromomethane,ND,0.5,--,ND,1.94,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Chloroethane,ND,0.5,--,ND,1.32,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Ethyl Alcohol,227,12.5,--,428,23.6,--,2.5
Greenpoint Landing H3,Alpha Analytical,Yes,SV04,2018-08-07,2018-08-14,Vinyl bromide,ND,0.5,--,ND,2.19,--,2.5
